Path,Model,Accuracy,Fuzzy Accuracy,Jaccard Accuracy,Vending Machine Type,Correct,Incorrect,Fuzzy Correct,Fuzzy Incorrect,Brand Matrix,Parametrized
../photosv2/Jasons_Water.png,GPT-4,0.1,0.15,0.1111111111111111,correctBrands11,"{'Liquid Death', 'Poland Spring'}","{'Liquid Death', 'Voss', 'Propel', 'Aquafina', 'Smart Water', 'Life Water', 'Poland Spring', 'Action', 'Fiji'}","{'Poland Spring', 'Liquid Death', 'Fiji'}","{'Liquid Death', 'Voss', 'Propel', 'Aquafina', 'Smart Water', 'Life Water', 'Poland Spring', 'Action', 'Fiji'}","[['FIJI', 'Unknown', 'Liquid Death', 'Poland Spring', 'Poland Spring', 'Poland Spring'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Ascentia', 'Unknown', 'Poland Spring', 'LIFEWTR', 'Unknown', 'Smartwater'], ['Ascentia', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'PATH'], ['Smartwater', 'Poland Spring', 'FIJI', 'FIJI', 'Unknown', 'ACTIPH'], ['Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring']]",True
../photosv2/711_Juice.png,GPT-4,0.2678571428571428,0.2678571428571428,0.4,correctBrands7,"{'Unknown', 'ITO EN', 'Pure Leaf'}","{'Liquid Death', 'Yerba Mate', 'Unknown', 'Minute Made', 'Unknwon', 'Arnold Palmer', 'Arizona'}","{'Unknown', 'ITO EN', 'Pure Leaf'}","{'Liquid Death', 'Yerba Mate', 'Unknown', 'Minute Made', 'Unknwon', 'Arnold Palmer', 'Arizona'}","[['Unknown', 'Unknown', 'Guayaki', 'Guayaki', 'Guayaki', 'Guayaki'], ['ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Arizona', 'Arizona', 'Arizona', 'Arizona', 'Arizona', 'Arizona']]",True
../photosv2/711_Beer.png,GPT-4,0.16,0.2,0.35,correctBrands6,"{'Unknown', 'Budweiser', 'Blue Point', 'Bud Light'}","{'Juice Bomb IPA', 'Budweiser', 'Great Lakes', 'Lagunitas', 'Brooklyn Brewery', 'Blue Point', 'Bud Light'}","{'Unknown', 'Budweiser', 'Brooklyn Brewery', 'Blue Point', 'Bud Light'}","{'Juice Bomb IPA', 'Budweiser', 'Great Lakes', 'Lagunitas', 'Blue Point', 'Bud Light'}","[['Blue Point', 'Unknown', 'Unknown', 'Brooklyn Lager'], ['Toasted Lager', 'Blueberry Ale', ""Bell's Two Hearted Ale"", 'Allagash White'], ['Blue Point', 'Lagunitas Maximus', 'Great Lakes', 'Allagash White'], ['Budweiser', 'Bud Light Lime', 'Bud Light Platinum', 'Bud Light'], ['Budweiser', 'Bud Light', 'Bud Light', 'Pabst Blue Ribbon'], ['Budweiser', 'Bud Light', 'Bud Light', 'Pabst Blue Ribbon'], ['Budweiser', 'Bud Light', 'Bud Light', 'Pabst Blue Ribbon'], ['Natural Light', 'Bud Light', 'Bud Light', 'Pabst Blue Ribbon'], ['Natural Ice', 'Natural Ice', 'Natural Ice', 'High Life'], ['Natural Ice', 'Natural Ice', 'Natural Ice', 'High Life']]",True
../photosv2/IMG_2623.png,GPT-4,0.5,0.5555555555555556,0.375,correctBrands2,"{'Pure Leaf', 'Starbucks', 'Gatorade'}","{'Dole', 'Lipton', 'Starbucks'}","{'Pure Leaf', 'Lipton', 'Starbucks', 'Gatorade'}","{'Dole', 'Starbucks'}","[['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Starbucks', 'Starbucks', 'Unknown'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'Aquafina', 'Aquafina', 'Aquafina', 'Aquafina']]",True
../photosv2/Jasons_Beer.png,GPT-4,0.3333333333333333,0.3333333333333333,0.7142857142857143,correctBrands10,"{'Unknown', 'Angry Orchard', 'Sierra Nevada'}","{'Unknown', 'Fat Tire', 'Voodoo Ranger'}","{'Unknown', 'Angry Orchard', 'Sierra Nevada'}","{'Unknown', 'Fat Tire', 'Voodoo Ranger'}","[['Unknown', 'Angry Orchard', 'Angry Orchard'], ['Unknown', 'Fat Tire', 'Voodoo Ranger'], ['Sierra Nevada', 'Sierra Nevada', 'Sierra Nevada'], ['Unknown', 'Heineken', 'Yuengling']]",True
../photosv2/711_Sodas_Stickers.png,GPT-4,0.1454545454545454,0.2545454545454545,0.25,correctBrands8,"{'A&W', 'Pepsi', 'Mountain Dew', 'Sprite'}","{'Liquid Death', 'Starry', 'Pepsi', 'Mountain Dew', 'A&W', 'Coca Cola', 'Unknown', 'Minute Made', 'Canada Dry'}","{'Pepsi', 'Mountain Dew', 'Sprite', 'A&W', 'Coca Cola'}","{'Liquid Death', 'Starry', 'Mountain Dew', 'A&W', 'Coca Cola', 'Unknown', 'Minute Made', 'Canada Dry'}","[['Sprite', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Pepsi', 'Pepsi'], ['A&W', 'Dasani', 'Mountain Dew', 'Mountain Dew', 'Mountain Dew', 'Sierra Mist'], ['Mountain Dew', 'Pepsi', 'Dasani', 'Pepsi', 'Pepsi', 'Pepsi'], ['Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola'], ['Coca-Cola', 'Fanta', 'Minute Maid', 'Coca-Cola', 'Dr Pepper', 'Coca-Cola'], ['Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola']]",False
../photosv2/711_Sodas.png,GPT-4,0.2653061224489796,0.4897959183673469,0.4285714285714285,correctBrands9,"{'Gatorade', 'Electrolit', 'Unknown'}","{'Gatorade', 'Replenish', 'Unknown', 'Body Armor'}","{'Gatorade', 'Electrolit', 'Unknown', 'Body Armor'}","{'Gatorade', 'Replenish', 'Unknown', 'Body Armor'}","[['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Electrolit', 'Electrolit', 'Electrolit'], ['BodyArmor', 'BodyArmor', 'BodyArmor', 'BodyArmor', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade']]",False
../photosv2/drinks2.png,GPT-4,0.6428571428571429,0.7857142857142857,0.375,correctBrands1,"{'Guinness', 'Boylan', 'Lone Star', 'Pabst Blue Ribbon', '7UP', 'Poland Spring', 'Aunt Sally', 'Cutwater', 'Unknown'}","{'Mango Mosaic', 'House Wine', 'Hanalei Island', 'Cutwater', 'Coca Cola'}","{'Mango Mosaic', 'Guinness', 'Boylan', 'Lone Star', 'Pabst Blue Ribbon', '7UP', 'Poland Spring', 'Cutwater', 'Aunt Sally', 'Coca Cola', 'Unknown'}","{'Hanalei Island', 'Cutwater', 'House Wine'}","[['Coca-Cola', '7UP', 'Unknown', 'Pabst Blue Ribbon', 'Belching Beaver', 'Cutwater', 'Fugu', 'House'], ['Aunt Sally', 'Guinness', 'Lone Star', 'Unknown', 'Mango Cart', 'Poland Spring', 'Boylan'], ['Schweppes', 'Schweppes', 'Canada Dry', 'Red Bull', 'San Pellegrino', 'Unknown', ""Dr. Brown's"", 'Red Stripe']]",False
../photosv2/Jasons_Water.png,GPT-4,0.1,0.3,0.1176470588235294,correctBrands11,"{'Poland Spring', 'Liquid Death'}","{'Liquid Death', 'Life Water', 'Path', 'Smart Water', 'Action', 'Voss', 'Fiji', 'Propel', 'Aquafina'}","{'Liquid Death', 'Path', 'Smart Water', 'Poland Spring', 'Fiji'}","{'Liquid Death', 'Life Water', 'Smart Water', 'Action', 'Voss', 'Fiji', 'Propel', 'Aquafina'}","[['FIJI', 'Unknown', 'Liquid Death', 'Poland Spring', 'Poland Spring'], ['Unknown', 'Unknown', 'Unknown', 'Poland Spring', 'LIFEWTR', 'Smartwater', 'PATH'], ['Unknown', 'Unknown', 'Unknown', 'Poland Spring', 'FIJI', 'FIJI', 'ACTIPH'], ['Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring']]",False
../photosv2/711_Juice.png,GPT-4,0.3035714285714285,0.3035714285714285,0.3,correctBrands7,"{'Unknown', 'Pure Leaf', 'ITO EN'}","{'Arnold Palmer', 'Liquid Death', 'Unknwon', 'Arizona', 'Yerba Mate', 'Unknown', 'Minute Made'}","{'Unknown', 'Pure Leaf', 'ITO EN'}","{'Arnold Palmer', 'Liquid Death', 'Unknwon', 'Arizona', 'Yerba Mate', 'Unknown', 'Minute Made'}","[['Unknown', 'Unknown', 'Guayaki', 'Guayaki', 'Guayaki', 'Guayaki', 'Guayaki'], ['ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']]",False
../photosv2/711_Beer.png,GPT-4,0.4,0.52,0.4117647058823529,correctBrands6,"{'Bud Light', 'Great Lakes', 'Lagunitas', 'Blue Point', 'Budweiser', 'Unknown'}","{'Bud Light', 'Allagash White', 'Brooklyn Brewery', 'Juice Bomb IPA', 'Budweiser'}","{'Bud Light', 'Great Lakes', 'Lagunitas', 'Brooklyn Brewery', 'Blue Point', 'Budweiser', 'Unknown'}","{'Bud Light', 'Juice Bomb IPA', 'Allagash White'}","[['Blue Point', 'Unknown', 'Unknown', 'Brooklyn Lager'], ['Blue Point', 'Lagunitas', 'Great Lakes', 'Great Lakes', 'Allagash'], ['Budweiser', 'Bud Light Lime', 'Bud Light Platinum', 'Bud Light'], ['Budweiser', 'Bud Light', 'Bud Light', 'Pabst Blue Ribbon'], ['Natural Ice', 'Natural Ice', ""Milwaukee's Best Ice"", ""Milwaukee's Best Ice"", 'High Life', 'High Life']]",False
../photosv2/IMG_2623.png,GPT-4,0.5555555555555556,0.6388888888888888,0.375,correctBrands2,"{'Gatorade', 'Pure Leaf', 'Starbucks'}","{'Dole', 'Lipton', 'Starbucks'}","{'Gatorade', 'Pure Leaf', 'Starbucks', 'Lipton'}","{'Dole', 'Starbucks'}","[['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Starbucks', 'Starbucks', 'Unknown', 'Unknown'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'Aquafina', 'Aquafina', 'Aquafina', 'Aquafina']]",False
../photosv2/Jasons_Beer.png,GPT-4,0.4666666666666667,0.4666666666666667,0.625,correctBrands10,"{'Unknown', 'Sierra Nevada', 'Angry Orchard', 'Voodoo Ranger'}","{'Unknown', 'Sierra Nevada', 'Voodoo Ranger', 'Fat Tire'}","{'Unknown', 'Sierra Nevada', 'Angry Orchard', 'Voodoo Ranger'}","{'Unknown', 'Sierra Nevada', 'Voodoo Ranger', 'Fat Tire'}","[['Unknown', 'Angry Orchard', 'Angry Orchard', 'Angry Orchard'], ['Unknown', 'Fat Tire', 'Voodoo Ranger', 'Voodoo Ranger'], ['Sierra Nevada', 'Sierra Nevada', 'Sierra Nevada', 'Unknown'], ['Unknown', 'Unknown', 'Yuengling', 'Samuel Adams', 'Peroni']]",False
../photosv2/711_Sodas_Stickers.png,GPT-4,0.1636363636363636,0.2909090909090909,0.2941176470588235,correctBrands8,"{'A&W', 'Pepsi', 'Mountain Dew', 'Sprite'}","{'Liquid Death', 'Starry', 'Pepsi', 'A&W', 'Coca Cola', 'Unknown', 'Minute Made', 'Canada Dry'}","{'Pepsi', 'Mountain Dew', 'Sprite', 'A&W', 'Coca Cola'}","{'Liquid Death', 'Starry', 'A&W', 'Coca Cola', 'Unknown', 'Minute Made', 'Canada Dry'}","[['Sprite', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Unknown'], ['A&W', 'Dasani', 'Mountain Dew', 'Mountain Dew', 'Mountain Dew', 'Mountain Dew'], ['Mountain Dew', 'Pepsi', 'Diet Pepsi', 'Pepsi', 'Pepsi', 'Pepsi'], ['Coca-Cola', 'Coca-Cola', 'Diet Coke', 'Diet Coke', 'Coca-Cola', 'Coca-Cola'], ['Coca-Cola', 'Fanta', 'Lemonade', 'Coca-Cola', 'Dr Pepper', 'Coca-Cola'], ['Mountain Dew', 'Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola'], ['Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola']]",True
../photosv2/711_Sodas.png,GPT-4,0.5510204081632653,0.6530612244897959,0.5,correctBrands9,"{'Gatorade', 'Unknown', 'Replenish'}","{'Gatorade', 'Body Armor'}","{'Gatorade', 'Replenish', 'Unknown', 'Body Armor'}","{'Gatorade', 'Body Armor'}","[['Gatorade Zero', 'Gatorade', 'Gatorade', 'Electrolit', 'Electrolit', 'Unknown'], ['BodyArmor', 'BodyArmor', 'BodyArmor', 'BodyArmor', 'Unknown', 'Unknown'], ['Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade']]",True
../photosv2/drinks2.png,GPT-4,0.6428571428571429,0.7142857142857143,0.45,correctBrands1,"{'Mango Mosaic', 'Guinness', 'Boylan', 'Lone Star', 'Pabst Blue Ribbon', '7UP', 'Poland Spring', 'Aunt Sally', 'Unknown'}","{'Hanalei Island', 'Cutwater', 'Coca Cola'}","{'Mango Mosaic', 'Guinness', 'Boylan', 'Lone Star', 'Pabst Blue Ribbon', '7UP', 'Poland Spring', 'Aunt Sally', 'Coca Cola', 'Unknown'}","{'Hanalei Island', 'Cutwater'}","[['Coca-Cola', '7UP', 'Unknown', 'Pabst Blue Ribbon', 'Unknown', 'HOUSE'], ['Aunt Sally', 'Guinness', 'Lone Star', 'Unknown', 'Mango Mosaic', 'Poland Spring', 'Boylan'], ['Schweppes', 'Schweppes', 'Canada Dry', 'Red Bull', 'S.Pellegrino', 'Unknown', 'Red Stripe']]",True
../photosv2/Jasons_Water.png,GPT-4,0.15,0.3,0.1333333333333333,correctBrands11,"{'Poland Spring', 'Liquid Death'}","{'Liquid Death', 'Life Water', 'Smart Water', 'Action', 'Voss', 'Fiji', 'Propel', 'Aquafina'}","{'Liquid Death', 'Smart Water', 'Action', 'Poland Spring', 'Fiji'}","{'Liquid Death', 'Life Water', 'Smart Water', 'Voss', 'Fiji', 'Propel', 'Aquafina'}","[['FIJI', 'Unknown', 'Liquid Death', 'Poland Spring', 'Poland Spring', 'Poland Spring'], ['Unknown', 'Unknown', 'Unknown', 'Poland Spring', 'LIFEWTR', 'Smartwater'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'FIJI', 'FIJI', 'Unknown', 'Unknown', 'Unknown'], ['Poland Spring', 'Poland Spring', 'Poland Spring', 'Unknown', 'Unknown', 'Unknown']]",True
../photosv2/711_Sodas_Stickers.png,GPT-4,0.1272727272727272,0.2,0.2352941176470588,correctBrands8,"{'A&W', 'Sprite', 'Pepsi', 'Mountain Dew'}","{'Canada Dry', 'Liquid Death', 'Starry', 'Minute Made', 'A&W', 'Pepsi', 'Coca Cola', 'Unknown', 'Mountain Dew'}","{'Sprite', 'A&W', 'Coca Cola', 'Mountain Dew', 'Pepsi'}","{'Canada Dry', 'Liquid Death', 'Starry', 'Minute Made', 'A&W', 'Pepsi', 'Coca Cola', 'Unknown', 'Mountain Dew'}","[['Sprite', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Pepsi', 'Pepsi'], ['A&W', 'Dasani', 'Mountain Dew', 'Mountain Dew', 'Mountain Dew', 'Sierra Mist'], ['Mountain Dew', 'Pepsi', 'Aquafina', 'Aquafina', 'Pepsi', 'Pepsi'], ['Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola'], ['Coca-Cola', 'Fanta', 'Minute Maid', 'Coca-Cola', 'Dr Pepper', 'Pepsi'], ['Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola']]",False
../photosv2/711_Sodas.png,GPT-4,0.3673469387755102,0.6326530612244898,0.5,correctBrands9,"{'Replenish', 'Gatorade'}","{'Body Armor', 'Gatorade', 'Unknown'}","{'Replenish', 'Body Armor', 'Gatorade'}","{'Body Armor', 'Gatorade', 'Unknown'}","[['Gatorade Zero', 'Gatorade Zero', 'Gatorade Zero', 'Electrolit', 'Electrolit', 'Electrolit'], ['BodyArmor', 'BodyArmor', 'BodyArmor', 'BodyArmor', 'Unknown', 'Unknown'], ['Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade']]",False
../photosv2/drinks2.png,GPT-4,0.6428571428571429,0.7857142857142857,0.4090909090909091,correctBrands1,"{'Boylan', 'House Wine', 'Pabst Blue Ribbon', 'Guinness', 'Mango Mosaic', '7UP', 'Poland Spring', 'Aunt Sally', 'Unknown'}","{'Coca Cola', 'Lone Star', 'Cutwater', 'Hanalei Island'}","{'Lone Star', 'Boylan', 'House Wine', 'Pabst Blue Ribbon', 'Guinness', 'Mango Mosaic', '7UP', 'Poland Spring', 'Aunt Sally', 'Coca Cola', 'Unknown'}","{'Cutwater', 'Hanalei Island'}","[['Coca-Cola', '7UP', 'Unknown', 'Pabst Blue Ribbon', 'Bloody Mary', 'Fugu Vodka Mule', 'House Wine'], ['Aunt Sally', 'Guinness', 'Lone Star Beer', 'Unknown', 'Mango Mosaic', 'Poland Spring', 'Boylan'], ['Schweppes', 'Schweppes', 'Canada Dry', 'Red Bull', 'S.Pellegrino', 'Unknown', 'Red Stripe']]",False
../photosv2/Jasons_Water.png,GPT-4,0.1,0.3,0.1176470588235294,correctBrands11,"{'Poland Spring', 'Liquid Death'}","{'Fiji', 'Aquafina', 'Liquid Death', 'Path', 'Voss', 'Propel', 'Smart Water', 'Life Water', 'Action'}","{'Fiji', 'Liquid Death', 'Path', 'Poland Spring', 'Smart Water'}","{'Fiji', 'Aquafina', 'Liquid Death', 'Voss', 'Propel', 'Smart Water', 'Life Water', 'Action'}","[['FIJI', 'Unknown', 'Liquid Death', 'Poland Spring', 'Poland Spring'], ['Unknown', 'Unknown', 'Unknown', 'Poland Spring', 'LIFEWTR', 'Smartwater', 'PATH'], ['Unknown', 'Unknown', 'Unknown', 'Poland Spring', 'FIJI', 'FIJI', 'ACTIPH'], ['Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring']]",False
../photosv2/711_Juice.png,GPT-4,0.2678571428571428,0.2678571428571428,0.3,correctBrands7,"{'ITO EN', 'Unknown', 'Pure Leaf'}","{'Yerba Mate', 'Liquid Death', 'Minute Made', 'Arnold Palmer', 'Arizona', 'Unknown', 'Unknwon'}","{'ITO EN', 'Unknown', 'Pure Leaf'}","{'Yerba Mate', 'Liquid Death', 'Minute Made', 'Arnold Palmer', 'Arizona', 'Unknown', 'Unknwon'}","[['Unknown', 'Unknown', 'Guayaki', 'Guayaki', 'Guayaki', 'Guayaki'], ['ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']]",False
../photosv2/711_Beer.png,GPT-4,0.32,0.44,0.4117647058823529,correctBrands6,"{'Bud Light', 'Lagunitas', 'Great Lakes', 'Unknown', 'Blue Point', 'Budweiser'}","{'Bud Light', 'Allagash White', 'Juice Bomb IPA', 'Brooklyn Brewery', 'Blue Point', 'Budweiser'}","{'Bud Light', 'Lagunitas', 'Brooklyn Brewery', 'Great Lakes', 'Unknown', 'Blue Point', 'Budweiser'}","{'Allagash White', 'Juice Bomb IPA', 'Bud Light', 'Blue Point'}","[['Blue Point', 'Unknown', 'Unknown', 'Brooklyn Lager'], ['Unknown', 'Lagunitas', 'Great Lakes', 'Great Lakes', 'Allagash'], ['Budweiser', 'Bud Light Lime', 'Bud Light Platinum', 'Bud Light'], ['Budweiser', 'Bud Light', 'Pabst Blue Ribbon', 'Pabst Blue Ribbon'], ['Natural Ice', 'Natural Ice', ""Milwaukee's Best Ice"", ""Milwaukee's Best Ice"", 'High Life', 'High Life']]",False
../photosv2/IMG_2623.png,GPT-4,0.6944444444444444,0.7777777777777778,0.4,correctBrands2,"{'Lipton', 'Gatorade', 'Starbucks', 'Pure Leaf'}","{'Dole', 'Starbucks'}","{'Gatorade', 'Lipton', 'Pure Leaf', 'Starbucks', 'Dole'}","{'Dole', 'Starbucks'}","[['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Snapple', 'Snapple', 'Snapple', 'Lemonade', 'Lemonade', 'Lipton', 'Lipton', 'Lipton', 'Lipton'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'Aquafina', 'Aquafina', 'Aquafina', 'Aquafina', 'Aquafina', 'Aquafina']]",False
../photosv2/Jasons_Beer.png,GPT-4,0.4666666666666667,0.4666666666666667,0.625,correctBrands10,"{'Angry Orchard', 'Sierra Nevada', 'Unknown', 'Voodoo Ranger'}","{'Fat Tire', 'Sierra Nevada', 'Unknown', 'Voodoo Ranger'}","{'Angry Orchard', 'Sierra Nevada', 'Unknown', 'Voodoo Ranger'}","{'Fat Tire', 'Sierra Nevada', 'Unknown', 'Voodoo Ranger'}","[['Unknown', 'Angry Orchard', 'Angry Orchard', 'Angry Orchard'], ['Unknown', 'Fat Tire', 'Voodoo Ranger', 'Voodoo Ranger'], ['Sierra Nevada', 'Sierra Nevada', 'Sierra Nevada', 'Unknown'], ['Unknown', 'Unknown', 'Yuengling', 'Samuel Adams', 'Peroni']]",False
../photosv2/711_Sodas_Stickers.png,GPT-4,0.1272727272727272,0.2181818181818181,0.2105263157894736,correctBrands8,"{'A&W', 'Sprite', 'Pepsi', 'Mountain Dew'}","{'Canada Dry', 'Liquid Death', 'Starry', 'Minute Made', 'A&W', 'Pepsi', 'Coca Cola', 'Unknown', 'Mountain Dew'}","{'Sprite', 'A&W', 'Coca Cola', 'Mountain Dew', 'Pepsi'}","{'Canada Dry', 'Liquid Death', 'Starry', 'Minute Made', 'A&W', 'Coca Cola', 'Unknown', 'Mountain Dew'}","[['Sprite', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Pepsi', 'Pepsi'], ['A&W', 'Dasani', 'Mountain Dew', 'Mountain Dew', 'Mountain Dew', 'Sierra Mist'], ['Mountain Dew', 'Pepsi', 'Diet Pepsi', 'Diet Pepsi', 'Pepsi', 'Pepsi'], ['Coca-Cola', 'Coca-Cola', 'Diet Coke', 'Diet Coke', 'Coca-Cola', 'Coca-Cola'], ['Coca-Cola', 'Fanta', 'Lemonade', 'Diet Coke', 'Dr Pepper', 'Cherry Coke'], ['Mountain Dew', 'Pepsi', 'Diet Pepsi', 'Diet Pepsi', 'Pepsi', 'Coca-Cola'], ['Pepsi', 'Pepsi', 'Diet Pepsi', 'Diet Pepsi', 'Pepsi', 'Coca-Cola']]",True
../photosv2/711_Sodas.png,GPT-4,0.5510204081632653,0.6326530612244898,0.5714285714285714,correctBrands9,"{'Replenish', 'Gatorade'}","{'Body Armor', 'Gatorade', 'Unknown'}","{'Replenish', 'Body Armor', 'Gatorade'}","{'Body Armor', 'Gatorade', 'Unknown'}","[['Gatorade', 'Gatorade', 'Gatorade', 'Electrolit', 'Electrolit', 'Electrolit'], ['BodyArmor', 'BodyArmor', 'BodyArmor', 'BodyArmor', 'Unknown', 'Unknown'], ['Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade']]",True
